source_id,source_name,iso3_country,sector,subsector,start_time,end_time,source_type,capacity,capacity_factor,activity,co2_emissions_factor,ch4_emissions_factor,n2o_emissions_factor,co2_emissions,ch4_emissions,n2o_emissions,total_co2e_20yrgwp,created_date,modified_date,total_co2e_100yrgwp
25493983,AfiesereEriemu,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493983,AfiesereEriemu,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493983,AfiesereEriemu,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493983,AfiesereEriemu,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493983,AfiesereEriemu,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493983,AfiesereEriemu,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493984,Agbami,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493984,Agbami,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493984,Agbami,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493984,Agbami,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493984,Agbami,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493984,Agbami,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493984,Agbami,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493984,Agbami,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493989,Akpo-Egina (OML 130),NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493989,Akpo-Egina (OML 130),NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493989,Akpo-Egina (OML 130),NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493989,Akpo-Egina (OML 130),NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493989,Akpo-Egina (OML 130),NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493989,Akpo-Egina (OML 130),NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493989,Akpo-Egina (OML 130),NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25493989,Akpo-Egina (OML 130),NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494000,Amenam-Kpono,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494000,Amenam-Kpono,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494000,Amenam-Kpono,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494000,Amenam-Kpono,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494000,Amenam-Kpono,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494000,Amenam-Kpono,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494000,Amenam-Kpono,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494000,Amenam-Kpono,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494060,Bonga Complex,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494060,Bonga Complex,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494060,Bonga Complex,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494060,Bonga Complex,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494060,Bonga Complex,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494060,Bonga Complex,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494060,Bonga Complex,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494060,Bonga Complex,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494063,Bonny,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494063,Bonny,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494063,Bonny,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494063,Bonny,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494063,Bonny,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494063,Bonny,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494063,Bonny,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
25494063,Bonny,NGA,fossil-fuel-operations,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,high,,,medium,low,low,,low,low,,low,2023-11-02 00:00:00,2023-11-02 17:00:00,low
